,latitude,longitude
1091,-35.0523,150.5865
1092,-33.9667,151.05
1093,-34.0044,150.8965
1094,-33.1097,151.5323
1095,-33.8928,151.2472
1096,-35.1873,149.0965
1097,-37.9,145.3333
1098,-27.4655,152.5762
1099,-35.1991,149.1563
1100,-35.3224,149.0346
1101,-35.376,149.2328
1102,-35.2777,149.1183
1103,-35.1696,149.128
1104,-34.7515,149.7209
1105,-27.2259,152.991
1106,-28.8167,153.3167
1107,-26.6957,153.1235
1108,-27.3824,153.079
1109,-37.8,145.65
1110,-37.7833,144.9333
1111,-37.8833,145.0333
1112,-31.7726,116.0727
1113,-32.3361,115.7486
1114,-31.7331,115.7477
1115,-31.95,116.05
1116,-32.4059,115.7585
1117,-32.1016,115.8708
1118,-32.1112,115.8387
1119,-27.7833,152.7167
1120,-26.4745,152.9514
1121,-25.3432,152.5402
1122,-27.5486,152.8073
1123,-27.3171,153.031
1124,-18.2043,142.2446
1125,-27.4692,153.1858
1126,-28.0859,153.4458
1127,-17.8295,146.0965
1128,-27.3333,153.0833
1129,-24.1148,148.0885
1130,-27.7333,153.1667
1131,-19.2757,146.7792
1132,-24.3959,150.515
1133,-27.5563,152.934
1134,-27.9695,153.1994
1135,-27.1935,153.0263
1136,-33.8333,151.0167
1137,-27.9276,153.1848
1138,-17.6164,145.4869
1139,-27.65,153.0333
1140,-23.3803,150.506
1141,-28.0121,152.7482
1142,-27.5127,152.2954
1143,-26.5459,153.0068
1144,-27.6822,152.6741
1145,-27.4679,153.0281
1146,-10.5808,142.2196
1147,-41.1665,146.5528
1148,-41.0558,145.9037
1149,-41.1567,146.5318
1150,-13.0505,131.0307
1151,-30.7461,121.4742
1152,-38.2667,145.0167
1153,-37.7,144.9333
1154,-37.85,145.2667
1155,-37.95,145.0
1156,-37.8,145.0
1157,-37.6696,144.8868
1158,-37.7769,145.2146
1159,-37.9,145.35
1160,-33.8334,151.0473
1161,-33.95,151.1167
1162,-35.315,149.1286
1163,-27.5833,153.0333
1164,-20.4057,148.4881
1165,-27.3847,153.0306
1166,-32.0389,115.7667
1167,-30.64,116.0036
1168,-34.9647,138.7618
1169,-34.7798,137.8593
1170,-34.4014,137.9402
1171,-34.0269,138.6852
1172,-34.8662,138.5618
1173,-34.9501,138.6384
1174,-34.8928,138.5716
1175,-35.1035,138.7959
1176,-37.2461,139.8082
1177,-34.5833,138.75
1178,-12.5171,130.9836
1179,-37.7,144.7667
1180,-37.8809,144.9855
1181,-37.7833,144.9167
1182,-37.8167,145.35
1183,-37.7333,145.2667
1184,-38.1748,144.3428
1185,-37.7667,144.9167
1186,-38.3,145.1833
1187,-37.0563,142.7809
1188,-37.8512,144.96200000000002
1189,-38.1833,144.4333
1190,-38.0263,145.3069
1191,-38.1994,145.4908
1192,-38.203,145.2349
1193,-37.7833,145.3
1194,-37.9667,145.1667
1195,-37.9912,145.1739
1196,-37.9639,145.3629
1197,-37.6,145.15
1198,-37.7891,145.1749
1199,-37.7099,144.7548
1200,-38.2143,145.3377
1201,-38.0333,145.25
1202,-37.4005,144.5841
1203,-37.4196,144.5624
1204,-38.464,144.1039
1205,-35.3964,143.4089
1206,-29.6313,153.0299
1207,-32.7705,151.3648
1208,-33.1064,151.644
1209,-33.5626,150.8378
1210,-33.9332,151.0732
1211,-33.7667,150.6167
1212,-33.8,151.2167
1213,-33.6785,150.6121
1214,-34.0044,150.7725
1215,-33.8487,151.2162
1216,-33.7,150.5333
1217,-33.95,151.1
1218,-33.8892,150.8514
1219,-33.2333,151.3833
1220,-31.1,150.9167
1221,-33.9667,150.9833
1222,-32.6061,151.6159
1223,-36.7113,142.1998
1224,-37.7603,144.9502
1225,-37.8846,145.2954
1226,-38.0559,145.2562
1227,-33.8941,151.1642
1228,-34.0473,151.1205
1229,-33.7667,150.8333
1230,-33.8701,150.8612
1231,-33.8434,151.1356
1232,-33.8227,150.9239
1233,-33.8344,151.1293
1234,-29.4258,153.2418
1235,-28.55,152.0
1236,-30.282,152.61
1237,-33.95,151.15
1238,-38.3818,142.488
1239,-36.221,150.1306
1240,-28.8419,153.4402
1241,-32.7415,151.8676
1242,-33.5812,150.7194
1243,-32.6686,151.0454
1244,-32.9833,151.7167
1245,-37.7461,144.7686
1246,-28.596,153.5061
1247,-33.2191,151.5525
1248,-34.1699,150.6117
1249,-34.05,151.1167
1250,-34.9,150.6333
1251,-32.9989,151.5802
1252,-27.8167,153.3
1253,-26.7227,153.1269
1254,-27.9476,148.6099
1255,-23.9792,151.3011
1256,-27.3725,153.0471
1257,-24.0167,151.3167
1258,-16.8992,145.7155
1259,-19.2506,146.6988
1260,-17.0083,145.7221
1261,-19.3344,146.6139
1262,-19.3173,146.8249
1263,-16.8367,145.7022
1264,-17.2686,145.4752
1265,-19.2833,146.8
1266,-16.8806,145.745
1267,-16.9172,145.7492
1268,-19.3297,146.7166
1269,-19.2321,146.6695
1270,-19.266,146.7822
1271,-21.1177,149.1445
1272,-19.2107,146.6499
1273,-19.2769,146.7965
1274,-27.4611,153.0611
1275,-27.8704,153.3516
1276,-27.6827,153.0608
1277,-27.4833,152.9833
1278,-27.8755,153.2286
1279,-28.219,152.0344
1280,-26.3943,153.0901
1281,-27.9324,153.4002
1282,-19.65,147.4
1283,-28.0139,153.3331
1284,-28.0862,152.8331
1285,-28.0833,152.9333
1286,-27.1963,152.8225
1287,-33.7833,150.7833
1288,-33.8618,150.8841
1289,-33.757,150.804
1290,-33.7667,151.2917
1291,-33.798,151.2883
1292,-33.8708,151.2389
1293,-33.7956,151.2007
1294,-33.8332,151.0198
1295,-33.7689,151.2889
1296,-33.8014,151.2398
1297,-33.7312,151.2805
1298,-33.7552,151.2766
1299,-33.902,151.2656
1300,-33.7928,151.2125
1301,-33.8049,151.1993
1302,-33.8915,151.1382
1303,-33.9667,151.0833
1304,-37.9935,145.2389
1305,-27.4736,153.127
1306,-38.0,145.0833
1307,-27.461,152.9792
1308,-27.4167,153.0
1309,-27.6133,152.9855
1310,-27.6153,152.9439
1311,-27.5895,152.9858
1312,-27.4878,153.1982
1313,-35.0167,138.5333
1314,-34.9342,138.6767
1315,-34.9333,138.5667
1316,-34.9285,138.5363
1317,-35.0182,138.5235
1318,-34.9733,138.5383
1319,-37.8,145.2833
1320,-37.8362,145.1943
1321,-42.7807,147.0594
1322,-38.1667,145.1667
1323,-34.2501,146.19899999999998
1324,-26.672,153.1079
1325,-35.2708,149.1357
1326,-21.4549,149.2896
1327,-21.1167,148.9167
1328,-37.7804,145.0309
1329,-37.8495,145.1114
1330,-38.0167,145.2667
1331,-38.0333,145.1333
1332,-37.5463,143.8165
1333,-37.9173,145.1304
1334,-37.857,144.8977
1335,-37.8167,145.2
1336,-38.1943,145.0926
1337,-38.1431,144.7134
1338,-37.7667,144.8333
1339,-37.2028,145.0484
1340,-38.1953,146.5415
1341,-27.6667,152.3167
1342,-37.8667,144.6667
1343,-37.8443,144.8848
1344,-37.8656,145.2228
1345,-37.8,144.9
1346,-38.1333,145.5167
1347,-38.2,144.4833
1348,-38.2312,144.3737
1349,-37.8667,144.8333
1350,-37.6802,144.9188
1351,-33.9049,151.02
1352,-33.7957,151.2735
1353,-33.95,151.2333
1354,-33.8833,150.9667
1355,-33.7876,150.969
1356,-33.8979,151.2336
1357,-35.3,149.15
1358,-33.0833,151.6167
1359,-34.7667,150.75
1360,-34.0167,151.0333
1361,-33.5167,150.2
1362,-34.0667,151.1333
1363,-33.4966,151.4221
1364,-33.7033,150.783
1365,-34.5021,150.8085
1366,-33.9,151.05
1367,-33.8094,151.2222
1368,-33.8743,150.9098
1369,-33.389,151.2859
1370,-33.9736,151.1373
1371,-33.6018,151.0089
1372,-33.7667,151.2667
1373,-34.5537,150.3712
1374,-36.0363,146.9961
1375,-33.1724,151.5714
1376,-27.5268,153.2652
1377,-27.4906,152.9786
1378,-27.6333,153.1
1379,-27.6128,153.0324
1380,-30.5677,151.5254
1381,-27.4744,152.9921
1382,-27.4629,153.0981
1383,-27.6667,153.1167
1384,-26.807,152.8617
1385,-27.6,152.8667
1386,-27.0322,153.0983
1387,-32.7333,151.6667
1388,-34.8626,138.5724
1389,-34.8597,138.5856
1390,-35.0167,138.5667
1391,-38.4167,145.7667
1392,-35.1167,138.6333
1393,-35.0793,138.5274
1394,-12.4022,130.916
1395,-31.8833,116.05
1396,-32.1782,115.9849
1397,-31.9444,116.0034
1398,-31.7914,115.8203
1399,-35.2667,138.45
1400,-34.6833,138.6833
1401,-35.2783,138.458
1402,-35.2598,138.8925
1403,-38.2653,144.5147
1404,-37.8666,145.1055
1405,-38.2179,145.0388
1406,-37.8167,144.9
1407,-37.6258,144.9255
1408,-34.4833,150.85
1409,-33.2229,151.5312
1410,-33.8167,150.9667
1411,-32.928000000000004,151.7031
1412,-33.7926,150.9763
1413,-33.6357,150.2832
1414,-30.3466,153.0732
1415,-31.2141,150.8219
1416,-35.0401,150.668
1417,-33.8406,151.1831
1418,-33.9827,151.0418
1419,-32.0163,149.3871
1420,-33.7198,150.3074
1421,-36.2167,146.9
1422,-32.2493,152.5162
1423,-33.9246,151.0109
1424,-33.995,151.1455
1425,-28.3885,153.5656
1426,-30.65,150.2
1427,-32.7833,151.9167
1428,-33.8261,151.1063
1429,-33.9333,150.7333
1430,-34.0167,151.1
1431,-33.9833,151.0667
1432,-33.1409,151.5656
1433,-34.9956,150.7216
1434,-33.9121,151.2588
1435,-33.9833,151.1167
1436,-33.7167,150.5
1437,-33.9414,151.2109
1438,-35.3124,150.4635
1439,-33.946,151.143
1440,-33.6677,150.8026
1441,-33.9348,151.0905
1442,-34.5874,150.5912
1443,-33.7,150.55
1444,-33.5277,150.6291
1445,-32.9937,151.722
1446,-32.7995,149.9694
1447,-33.8145,151.0375
1448,-33.7778,151.1057
1449,-32.8,151.2833
1450,-33.7312,151.2679
1451,-32.8599,151.3187
1452,-28.7281,153.4075
1453,-33.7333,150.4833
1454,-30.3261,149.7837
1455,-33.9483,150.9521
1456,-34.2046,150.5677
1457,-33.7345,150.6487
1458,-31.0,150.9167
1459,-33.4833,150.95
1460,-32.9425,151.4795
1461,-33.8867,151.1975
1462,-34.1268,150.7387
1463,-28.5,153.5333
1464,-31.65,152.8167
1465,-32.9765,151.2692
1466,-34.0333,150.85
1467,-34.2225,150.5947
1468,-33.4174,149.5813
1469,-28.7931,153.5939
1470,-33.4333,150.8333
1471,-34.4876,150.778
1472,-34.2261,150.9858
1473,-33.6,151.3167
1474,-32.8074,151.4275
1475,-30.3855,150.609
1476,-33.411,150.0646
1477,-29.4354,153.3603
1478,-33.4692,147.7868
1479,-32.7599,151.4033
1480,-33.9393,150.9815
1481,-32.2612,150.8901
1482,-33.4167,149.6
1483,-29.3219,151.0931
1484,-33.9125,151.1028
1485,-32.6278,149.65200000000002
1486,-34.05,151.05
1487,-30.6124,153.0001
1488,-34.05,151.15
1489,-28.3294,153.5686
1490,-37.65,145.1
1491,-37.65,145.0333
1492,-37.8877,145.0952
1493,-37.9457,145.1581
1494,-37.95,145.05
1495,-37.7,145.15
1496,-33.0717,151.6553
1497,-33.5,151.3667
1498,-33.1124,151.5616
1499,-32.9245,151.7571
1500,-33.1278,151.5131
1501,-33.35,151.4333
1502,-33.2667,151.5167
1503,-34.4667,150.8833
1504,-33.2732,151.5588
1505,-33.3277,151.4297
1506,-33.4756,151.3521
1507,-17.0167,145.75
1508,-16.9623,145.7258
1509,-19.2904,146.7535
1510,-19.3524,146.7228
1511,-32.0,115.85
1512,-31.9833,115.8667
1513,-31.8963,115.7815
1514,-32.1418,115.8867
1515,-32.1129,116.002
1516,-32.2186,115.8656
1517,-27.2667,152.9833
1518,-35.2159,138.7406
1519,-12.3929,130.904
1520,-12.4153,130.8568
1521,-34.3739,137.6733
1522,-12.3806,130.8539
1523,-35.3534,149.0768
1524,-43.0031,147.3169
1525,-42.8873,147.4055
1526,-41.4675,147.128
1527,-41.3657,147.0458
1528,-35.1651,149.1179
1529,-36.6739,149.8418
1530,-32.9237,151.7285
1531,-20.2539,148.814
1532,-27.3947,153.114
1533,-27.4333,153.0833
1534,-33.9515,151.2278
1535,-31.9174,116.0118
1536,-37.5627,143.8626
1537,-37.6833,145.0167
1538,-41.5465,146.5541
1539,-35.2028,149.1074
1540,-33.8414,150.9606
1541,-30.35,153.1
1542,-27.3333,149.8833
1543,-26.601,152.933
1544,-26.6342,153.0811
1545,-27.6603,152.7386
1546,-32.9721,138.8407
1547,-35.0027,138.5886
1548,-26.6472,152.9494
1549,-27.065,153.1431
1550,-27.3122,152.9498
1551,-27.2259,153.0835
1552,-27.3211,152.9839
1553,-28.0717,153.4416
1554,-27.35,153.0667
1555,-32.4972,115.7533
1556,-32.5824,115.662
1557,-33.4084,115.6151
1558,-19.2881,146.7769
1559,-19.274,146.7509
1560,-19.3167,146.7289
1561,-19.2757,146.8196
1562,-34.0804,150.7961
1563,-33.9152,150.6096
1564,-34.566,150.8552
1565,-33.4969,151.355
1566,-32.935,151.6306
1567,-33.3388,151.4978
1568,-31.9412,152.5161
1569,-32.6603,151.7238
1570,-37.8082,144.8791
1571,-42.8794,147.3294
1572,-42.8208,147.3022
1573,-37.3719,145.0321
1574,-37.9,145.1
1575,-37.7596,144.8974
1576,-37.8333,145.1833
1577,-37.6667,145.15
1578,-38.0833,145.1333
1579,-38.0653,145.1228
1580,-37.6986,144.7863
1581,-38.0333,145.1167
1582,-37.7133,144.8969
1583,-37.6667,145.0167
1584,-37.75,145.2333
1585,-37.6333,144.8667
1586,-38.1049,145.1382
1587,-37.7803,144.8735
1588,-38.0833,144.3833
1589,-37.7531,145.0385
1590,-37.7833,144.95
1591,-37.8152,144.9632
1592,-37.7833,145.3833
1593,-38.2,144.35
1594,-37.7667,144.7833
1595,-37.7,145.5167
1596,-38.2817,144.6105
1597,-27.6585,153.0789
1598,-27.5646,153.0407
1599,-27.4886,153.0366
1600,-27.547,153.0022
1601,-27.3559,153.0445
1602,-27.7333,153.2
1603,-27.3,153.0667
1604,-27.5844,153.2004
1605,-27.6285,152.7783
1606,-27.9107,153.3709
1607,-27.6167,152.7333
1608,-26.7296,152.954
1609,-28.1358,153.4493
1610,-34.951,138.629
1611,-34.9423,138.6218
1612,-31.9652,141.4512
1613,-34.6166,138.7337
1614,-35.2523,139.4555
1615,-32.4667,138.2
1616,-33.0327,137.5648
1617,-30.5552,136.8936
1618,-31.9199,115.8194
1619,-31.9214,115.7932
1620,-31.9272,115.8528
1621,-31.8667,115.75
1622,-35.0039,117.8783
1623,-31.9191,116.0812
1624,-31.9382,115.9226
1625,-32.9333,151.7167
1626,-33.85,150.9333
1627,-34.1784,150.9952
1628,-33.8972,151.1032
1629,-36.0533,150.1332
1630,-33.0667,151.5833
1631,-26.8554,152.7609
1632,-12.6235,141.8788
1633,-27.7481,153.0776
1634,-19.3114,146.6388
1635,-26.746,153.0599
1636,-27.6345,152.9881
1637,-27.3052,152.88299999999998
1638,-24.8807,113.6594
1639,-17.9091,122.2292
1640,-34.5058,138.7723
1641,-41.3021,146.969
1642,-12.3706,130.868
1643,-14.4652,132.2635
1644,-22.7863,148.5777
1645,-38.19,144.4682
1646,-36.7582,144.2802
1647,-37.8833,145.0667
1648,-37.6833,144.95
1649,-37.7867,144.8548
1650,-37.7333,145.1167
1651,-37.8841,144.7837
1652,-33.8524,151.1549
1653,-33.9915,151.1088
1654,-34.0364,151.0853
1655,-33.9334,151.1367
1656,-33.95,151.1333
1657,-33.948,151.0798
1658,-34.0333,151.1
1659,-33.7518,150.8369
1660,-33.6886,151.2953
1661,-33.7209,151.1708
1662,-33.9667,151.1
1663,-33.6898,150.6789
1664,-34.05,151.0833
1665,-33.9726,151.1144
1666,-32.986,151.6066
1667,-33.0718,151.5984
1668,-33.95,151.05
1669,-33.8429,151.1107
1670,-33.5719,150.6256
1671,-33.6657,150.6426
1672,-31.1736,150.9806
1673,-33.8,151.2833
1674,-33.9699,150.9839
1675,-34.6566,150.2962
1676,-32.8193,151.4791
1677,-37.8153,144.9756
1678,-38.105,145.2163
1679,-37.9333,145.3
1680,-37.8,145.3167
1681,-37.7,145.1833
1682,-37.6375,145.1349
1683,-42.9218,147.417
1684,-42.821000000000005,147.2526
1685,-41.476000000000006,147.1577
1686,-41.3833,147.1333
1687,-33.5713,115.8245
1688,-31.9583,115.7972
1689,-31.6493,116.6742
1690,-32.2578,115.8221
1691,-31.7655,115.7822
1692,-31.8594,115.9451
1693,-27.5594,152.8828
1694,-27.0879,152.9277
1695,-32.1334,115.8064
1696,-33.8281,151.2017
1697,-25.3176,152.8591
1698,-27.5832,151.98
1699,-27.454,153.0426
1700,-25.5167,152.6333
1701,-33.4397,151.2945
1702,-34.0167,151.1167
1703,-34.8258,138.4862
1704,-32.07,115.7977
1705,-33.7296,115.4072
1706,-23.3582,150.5204
1707,-27.6125,152.7458
1708,-27.9939,153.2424
1709,-27.4188,152.9178
1710,-28.2,153.55
1711,-30.4529,152.8991
1712,-34.05,151.1333
1713,-34.8791,138.5529
1714,-31.0941,150.8962
1715,-21.1167,149.1833
1716,-33.8785,150.6886
1717,-33.8536,151.1542
1718,-19.5739,147.4067
1719,-34.6394,143.5633
1720,-35.0031,117.866
1721,-24.4233,145.463
1722,-27.6167,152.9
1723,-32.0382,115.7676
1724,-20.7365,116.8464
1725,-34.4483,147.5356
1726,-26.5616,152.9559
1727,-18.6455,146.1625
1728,-33.9833,150.5833
1729,-27.6434,153.0298
1730,-27.9741,153.3607
1731,-32.1167,115.7667
1732,-31.9264,116.7354
1733,-34.1764,140.7858
1734,-28.3333,151.5
1735,-33.1683,151.5531
1736,-35.1285,147.3626
1737,-24.9135,152.2725
1738,-26.2417,151.9405
1739,-42.8899,147.3332
1740,-37.8167,145.0
1741,-31.9478,115.8588
1742,-37.106,144.0647
1743,-27.7936,152.8844
1744,-27.635,151.9143
1745,-26.8218,153.1197
1746,-34.7831,138.8509
1747,-33.7872,150.8296
1748,-37.8167,144.75
1749,-38.0148,145.1305
1750,-37.7198,144.7773
1751,-37.5833,145.0333
1752,-38.0592,145.4095
1753,-36.8,144.25
1754,-38.3333,144.9667
1755,-41.1144,146.0706
1756,-42.8513,147.6227
1757,-43.0247,147.4149
1758,-43.0244,147.2952
1759,-42.8819,147.32399999999998
1760,-35.0167,138.5167
1761,-12.4292,130.886
1762,-35.6167,149.8
1763,-12.3889,130.8728
1764,-34.8756,138.5773
1765,-34.9898,138.5841
1766,-31.8927,115.7951
1767,-31.9667,115.7833
1768,-31.9333,116.05
1769,-35.5078,150.3892
1770,-34.2339,148.1092
1771,-26.8455,152.884
1772,-20.7258,116.8567
1773,-27.55,152.7
1774,-28.0441,153.4347
1775,-20.7324,143.1436
1776,-26.6916,153.025
1777,-33.7833,151.0833
1778,-27.1817,151.2621
1779,-20.6558,141.7413
1780,-32.8667,151.7
1781,-33.5581,115.5628
1782,-31.7587,115.736
1783,-31.779,115.7368
1784,-32.6667,151.2833
1785,-36.2347,149.126
1786,-33.7483,150.8541
1787,-40.85,145.25
1788,-34.0165,150.8403
1789,-29.55,153.0833
1790,-32.7471,151.9971
1791,-31.0905,150.8568
1792,-32.0656,115.8148
1793,-36.9,144.2167
1794,-33.6451,151.2837
1795,-33.8666,151.1399
1796,-33.85,151.2833
1797,-33.3667,151.4333
1798,-37.9106,145.1348
1799,-38.266,145.5621
1800,-37.9333,144.5833
1801,-36.7289,144.2609
1802,-38.35,145.0167
1803,-37.8399,145.0352
1804,-37.4605,144.6796
1805,-33.5106,151.3304
1806,-33.4924,151.30100000000002
1807,-33.8838,150.9615
1808,-32.9145,151.3111
1809,-33.5,151.3833
1810,-30.3833,153.0667
1811,-34.8833,148.6167
1812,-27.7833,153.0167
1813,-27.7463,153.0312
1814,-27.6346,152.9209
1815,-27.6477,153.0546
1816,-27.5486,152.9128
1817,-27.7799,153.3615
1818,-27.5593,152.9111
1819,-27.75,153.35
1820,-37.5667,143.8167
1821,-38.1333,145.3333
1822,-38.4073,144.1859
1823,-37.8436,147.0727
1824,-38.1724,144.5699
1825,-38.1758,144.3039
1826,-37.25,145.7
1827,-36.7726,144.2527
1828,-37.2773,144.736
1829,-31.6738,115.7037
1830,-31.9737,116.0584
1831,-32.3734,115.7515
1832,-32.0621,115.7805
1833,-31.8651,115.9366
1834,-31.8065,115.7688
1835,-31.9,115.9667
1836,-31.7761,115.8662
1837,-31.9333,115.8
1838,-20.6627,116.7126
1839,-32.0333,115.75
1840,-31.9095,116.1043
1841,-33.8278,121.9281
1842,-33.3167,151.45
1843,-36.7313,149.9833
1844,-34.2457,150.9682
1845,-34.0219,150.8008
1846,-28.1167,153.4333
1847,-23.5835,148.8791
1848,-28.213,153.5363
1849,-27.5355,152.9382
1850,-37.7833,145.4333
1851,-30.8326,121.49
1852,-32.0167,116.1
1853,-34.7,138.7667
1854,-35.194,149.0198
1855,-41.0005,147.3918
1856,-42.968,147.3319
1857,-37.8167,144.9879
1858,-37.9667,145.1167
1859,-32.6778,151.3892
1860,-33.6484,149.2743
1861,-34.8421,150.7399
1862,-33.4404,151.3432
1863,-35.1297,149.5849
1864,-35.0913,150.5977
1865,-38.3667,144.8167
1866,-37.5366,144.90200000000002
1867,-38.1154,144.6556
1868,-37.9333,145.4667
1869,-37.7,145.1333
1870,-31.8075,115.866
1871,-31.6615,115.7226
1872,-32.1,115.7833
1873,-32.0812,115.8061
1874,-33.2792,115.715
1875,-32.0086,115.8811
1876,-31.9818,115.8073
1877,-34.005,137.711
1878,-33.105,136.3337
1879,-36.9117,149.8428
1880,-31.8526,152.5293
1881,-35.5274,144.9596
1882,-24.8667,152.1
1883,-32.0501,150.8689
1884,-33.9014,150.9637
1885,-35.3566,145.7289
1886,-33.8333,151.1333
1887,-29.6485,152.9512
1888,-34.0838,151.1502
1889,-23.4421,144.2492
1890,-37.6568,144.9346
1891,-16.8068,145.7055
1892,-37.2444,144.4515
1893,-28.15,153.4333
1894,-37.9077,145.1085
1895,-32.0637,118.3957
1896,-31.75,148.6
1897,-32.7201,152.1085
1898,-32.7225,152.0794
1899,-27.2833,153.0
1900,-34.0333,151.0667
1901,-33.9536,115.0739
1902,-34.5333,150.8667
1903,-31.079,152.8309
1904,-36.045,146.5117
1905,-18.6667,146.25
1906,-32.7,151.6
1907,-33.4833,150.9
1908,-33.6194,150.6748
1909,-32.9267,151.779
1910,-33.8866,150.94799999999998
1911,-33.8907,150.7427
1912,-35.4404,149.1071
1913,-35.4183,149.0666
1914,-35.3978,149.0909
1915,-35.4279,149.1138
1916,-35.3151,149.1512
1917,-35.3686,149.1156
1918,-35.282,149.129
1919,-34.0159,150.6785
1920,-28.8732,152.9852
1921,-34.3781,150.8875
1922,-33.1372,148.1759
1923,-33.8667,151.25
1924,-32.8843,151.77100000000002
1925,-32.9081,151.7312
1926,-38.4739,145.019
1927,-32.9618,151.6497
1928,-26.7735,153.0619
1929,-27.2561,153.1043
1930,-27.2761,152.9447
1931,-27.9869,152.9966
1932,-28.5333,153.4
1933,-33.7129,150.7465
1934,-33.8333,150.95
1935,-33.7592,150.7527
1936,-32.802,151.5133
1937,-33.9274,150.8081
1938,-33.7935,151.0012
1939,-34.106,151.0832
1940,-27.514,153.1491
1941,-27.9888,153.3765
1942,-20.0823,146.2484
1943,-28.1667,153.5167
1944,-27.4634,151.9539
1945,-32.25,116.0
1946,-36.997,142.5557
1947,-43.15,147.85
1948,-20.7072,140.513
1949,-37.85,145.3167
1950,-37.9833,145.1167
1951,-37.8,145.45
1952,-38.25,144.3333
1953,-27.6251,152.8084
1954,-37.8161,144.8415
1955,-27.6426,153.0052
1956,-37.8167,145.4167
1957,-38.6266,145.7226
1958,-38.1079,144.3384
1959,-38.3308,144.3264
1960,-37.8167,145.0667
1961,-37.1,144.3333
1962,-36.3635,144.7008
1963,-41.13,146.87
1964,-41.4667,147.2
1965,-38.1167,145.3333
1966,-38.0384,145.1869
1967,-37.626,144.7188
1968,-37.0671,144.2168
1969,-38.1567,144.5551
1970,-38.1783,146.261
1971,-38.3333,144.2667
1972,-27.5589,153.0623
1973,-33.8967,150.9106
1974,-33.9833,151.0833
1975,-33.9032,150.9677
1976,-33.7457,151.0476
1977,-33.9333,151.2333
1978,-33.839,151.2072
1979,-33.8678,151.2073
1980,-33.9167,151.1667
1981,-34.0375,150.8136
1982,-33.8643,150.9839
1983,-34.7363,148.8274
1984,-33.4167,149.4833
1985,-33.5167,151.3667
1986,-33.45,151.3333
1987,-32.9749,151.6098
1988,-33.8633,150.9052
1989,-26.6605,152.9695
1990,-27.2008,153.1103
1991,-34.1652,150.5346
1992,-34.185,150.7145
1993,-36.5706,146.5783
1994,-34.4944,150.89
1995,-27.7167,152.8333
1996,-26.7115,153.122
1997,-20.7456,116.7954
1998,-36.7333,144.1333
1999,-38.1364,145.2968
2000,-37.45,144.1333
2001,-38.6527,146.2007
2002,-37.9728,144.5643
2003,-26.957,152.9554
2004,-23.8022,148.7101
2005,-34.4093,150.5296
2006,-27.6,152.8333
2007,-27.5167,152.6333
2008,-28.5464,150.3073
2009,-25.5927,151.3022
2010,-22.9833,144.4833
2011,-34.2035,150.7864
2012,-35.9177,150.1537
2013,-28.2667,153.5667
2014,-34.5833,150.8667
2015,-32.1814,152.5172
2016,-33.4,150.0833
2017,-33.7245,150.4584
2018,-35.2812,149.1293
2019,-31.8668,152.3699
2020,-33.5457,150.9143
2021,-32.8888,151.7149
2022,-29.4833,153.1833
2023,-34.2602,150.5329
2024,-32.6987,151.4552
2025,-33.5167,150.1167
2026,-33.5833,150.6744
2027,-33.7441,150.8064
2028,-34.7167,150.0833
2029,-34.4393,150.4306
2030,-33.1833,148.9333
2031,-33.6667,151.3
2032,-34.9061,147.672
2033,-33.85,151.2
2034,-32.7305,152.0386
2035,-31.5906,152.8391
2036,-33.9237,147.2047
2037,-33.2,151.4
2038,-19.3214,146.6309
2039,-32.6635,152.154
2040,-21.0833,149.1833
2041,-19.2474,146.6757
2042,-33.7333,151.1167
2043,-33.5,151.0667
2044,-31.6667,152.6167
2045,-32.3182,152.2701
2046,-35.4392,150.3983
2047,-34.0311,150.6018
2048,-33.85,151.1667
2049,-33.5827,151.1221
2050,-34.531,146.3361
2051,-32.9252,151.6802
2052,-34.6234,150.7607
2053,-34.4333,150.8167
2054,-31.6448,152.7946
2055,-36.9167,149.65
2056,-37.9167,145.4
2057,-38.2,145.15
2058,-36.3585,146.3206
2059,-37.9532,145.5554
2060,-38.0489,144.1688
2061,-24.9474,150.0753
2062,-37.9667,144.5
2063,-37.8833,145.35
2064,-37.7593,144.7878
2065,-38.3368,143.7847
2066,-37.9657,144.1357
2067,-37.3888,144.3216
2068,-37.6798,144.7611
2069,-36.3805,145.3987
2070,-38.0333,144.05
2071,-37.7806,145.5683
2072,-37.6116,143.585
2073,-36.0885,145.4422
2074,-37.4833,145.0833
2075,-35.3,148.4333
2076,-31.5468,115.6317
2077,-35.3667,146.7167
2078,-37.6502,143.8839
2079,-33.5336,117.3382
2080,-25.5407,152.7049
2081,-25.3333,152.7167
2082,-26.6339,152.9062
2083,-23.9333,151.35
2084,-26.4396,152.99200000000002
2085,-27.7582,153.175
2086,-24.8648,151.122
2087,-20.7252,139.4973
2088,-26.1644,152.2093
2089,-25.2564,152.6902
2090,-23.1076,150.7451
2091,-21.0645,149.1646
2092,-26.4769,153.0948
2093,-42.8333,147.45
2094,-42.7354,147.438
2095,-41.2,146.0
2096,-41.4185,146.3153
2097,-35.3346,149.0319
2098,-35.3503,149.0155
2099,-35.3344,149.0461
2100,-35.3613,149.05700000000002
2101,-33.9333,151.15
2102,-29.7,151.3333
2103,-17.9334,145.9228
2104,-28.15,153.5
2105,-34.5333,150.5
2106,-28.3874,153.5586
2107,-31.8683,116.0407
2108,-33.1021,115.692
2109,-28.8,151.0333
